"","M_B_RNA1","M_B_RNA2","M_B_RNA4","N_W_RNA7","M_B_RNA8","M_B_RNA9","N_W_RNA13","N_W_RNA15","N_W_RNA18","M_B_RNA19","M_B_RNA20"
"ENSG00000227707.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271643.2",60,56,28,293,304,87,175,256,212,257,245
"ENSG00000170248.14",1443,873,1077,9110,6979,1120,3738,6819,5058,6025,4958
"ENSG00000226320.5",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000236452.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227498.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235534.1",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000228767.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212442.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172995.16",0,0,0,2,3,5,1,2,5,0,0
"ENSG00000230830.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207625.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226489.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236158.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000144681.10",91,97,181,102,33,100,206,177,68,4,166
"ENSG00000231382.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201315.1",1,1,1,4,2,6,5,4,1,2,6
"ENSG00000163673.7",0,0,0,0,0,0,1,0,1,0,1
"ENSG00000230067.3",1,0,0,1,0,0,0,4,0,0,1
"ENSG00000279727.1",1,0,6,2,3,6,1,4,5,1,5
"ENSG00000281100.1",15,17,0,5,7,1,11,16,11,4,7
"ENSG00000168016.14",484,1030,522,913,910,829,1420,1262,1225,794,1527
"ENSG00000234073.1",1,0,0,7,0,1,4,7,9,6,10
"ENSG00000210181.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000272334.1",1,0,0,0,3,0,9,2,1,0,5
"ENSG00000236165.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178567.7",499,322,341,3337,3056,546,1738,3441,2467,2742,2724
"ENSG00000076242.14",421,454,269,1688,1328,414,1049,1341,1285,1299,1101
"ENSG00000224858.5",24,11,12,16,3,1,3,6,3,6,1
"ENSG00000093167.17",1451,1206,1207,4620,4875,1353,4690,7260,4565,4207,3629
"ENSG00000206645.1",8,8,0,7,10,3,15,21,25,13,15
"ENSG00000225558.1",2,2,5,1,0,0,0,1,0,1,0
"ENSG00000199594.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224080.1",38,53,2,77,80,54,161,216,125,68,53
"ENSG00000271993.1",0,0,0,0,4,1,4,9,4,5,19
"ENSG00000231449.1",0,0,0,0,3,8,4,0,2,0,2
"ENSG00000271653.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000270194.1",35,110,23,203,61,37,88,160,216,85,57
"ENSG00000144674.16",3603,3398,2788,16989,17618,9277,13922,16252,15963,14832,12942
"ENSG00000230409.3",77,51,27,57,65,62,147,105,86,91,103
"ENSG00000222208.1",0,0,0,1,0,0,0,4,10,8,0
"ENSG00000198590.11",17,49,15,46,62,109,88,57,76,125,89
"ENSG00000144668.11",304,390,554,891,668,549,823,759,613,90,645
"ENSG00000239105.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235257.8",77,97,76,144,145,266,221,213,119,236,248
"ENSG00000235482.1",0,0,0,1,0,5,4,1,3,1,3
"ENSG00000236411.1",0,2,0,12,22,23,44,10,7,16,29
"ENSG00000144677.14",739,773,622,2300,1766,791,1364,1860,1302,2655,1771
"ENSG00000199075.1",0,0,0,0,0,1,1,0,0,0,0
"ENSG00000136059.14",222,248,78,350,205,60,401,836,319,11,405
"ENSG00000187091.13",194,200,167,331,218,133,335,452,272,172,333
"ENSG00000200579.1",0,0,0,0,3,0,0,0,1,0,4
"ENSG00000008226.19",21,52,27,49,61,21,108,167,79,10,88
"ENSG00000231668.2",0,0,0,0,1,0,1,5,0,1,4
"ENSG00000060971.17",1185,1047,580,3216,1969,1110,2039,3379,1849,1221,1505
"ENSG00000201965.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172936.13",337,300,156,794,508,279,456,693,723,432,624
"ENSG00000172939.8",504,423,413,2871,1842,507,1442,2228,1947,1555,1801
"ENSG00000172940.12",4,4,0,1,2,12,3,6,11,4,13
"ENSG00000237982.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000144671.10",2,0,0,2,0,1,3,3,2,1,7
"ENSG00000199514.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230123.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000093217.10",89,86,47,256,188,272,224,244,261,519,272
"ENSG00000229589.1",33,43,25,62,74,93,54,48,51,97,47
"ENSG00000114739.13",218,288,180,801,842,387,863,899,692,591,896
"ENSG00000157036.12",91,149,71,274,290,146,378,351,377,279,357
"ENSG00000207512.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230683.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232439.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183873.15",10,49,1,11,23,18,23,21,18,8,37
"ENSG00000185313.7",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231243.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168356.11",2,0,0,10,8,3,8,3,6,0,25
"ENSG00000206708.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000114742.13",628,512,536,2533,1847,433,1475,2036,1742,1216,1842
"ENSG00000114745.13",517,519,459,2043,1314,531,1160,1885,1395,914,827
"ENSG00000168026.18",47,127,25,114,109,251,225,178,201,148,132
"ENSG00000284158.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000144655.14",400,628,313,2731,1856,651,1163,2111,1638,938,2119
"ENSG00000284669.1",0,0,0,1,0,1,2,0,0,1,2
"ENSG00000283849.1",0,0,0,0,0,2,0,0,0,4,0
"ENSG00000214305.4",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000168334.8",0,0,0,1,27,2,0,1,4,0,1
"ENSG00000215034.4",0,0,0,0,0,0,0,0,2,0,0
"ENSG00000168329.13",88,39,66,141,93,91,127,135,81,11,180
"ENSG00000270367.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179934.6",0,4,0,0,0,3,0,0,2,0,6
"ENSG00000228168.1",0,1,0,0,0,1,1,0,4,1,4
"ENSG00000238267.1",2,0,0,1,0,1,5,1,1,2,2
"ENSG00000223668.1",0,2,1,0,1,0,2,1,1,0,1
"ENSG00000144659.12",360,382,181,1524,845,340,781,1141,866,837,685
"ENSG00000168028.13",3613,3482,3274,14068,7207,4308,5928,8512,7787,6437,7673
"ENSG00000206760.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202363.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168314.17",0,0,0,2,0,1,0,0,3,1,2
"ENSG00000285885.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230757.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170011.13",148,100,41,810,506,271,282,488,108,1007,228
"ENSG00000201570.1",0,0,0,0,3,0,0,3,2,6,2
"ENSG00000280739.2",6,34,0,26,49,32,41,66,45,58,89
"ENSG00000265327.2",8,12,2,16,2,35,14,8,20,12,6
"ENSG00000202517.1",0,0,0,0,0,0,1,0,0,1,3
"ENSG00000114784.3",92,53,95,711,426,156,321,481,482,253,496
"ENSG00000223797.5",54,39,0,109,128,49,112,149,86,100,105
"ENSG00000230274.1",0,0,0,0,0,5,1,0,2,1,4
"ENSG00000168032.9",39,63,56,314,198,17,51,133,176,92,178
"ENSG00000188846.13",2517,2246,2206,13032,7067,3838,5017,8107,7038,9298,6913
"ENSG00000177873.12",101,115,87,409,301,136,313,367,358,369,345
"ENSG00000177842.12",54,68,108,372,200,79,197,228,208,263,257
"ENSG00000199906.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172888.11",346,535,173,1190,1163,659,1293,1343,1266,1315,1145
"ENSG00000234067.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226845.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226302.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229072.1",1,1,0,0,0,0,0,0,0,0,0
"ENSG00000234287.1",88,31,78,20,12,10,10,11,11,7,33
"ENSG00000231873.1",0,0,0,0,3,1,0,0,6,3,3
"ENSG00000233096.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000233919.1",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000275256.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168036.17",5441,4859,4895,27270,15731,3979,11236,15518,16644,8904,17268
"ENSG00000168038.10",189,128,139,323,325,298,438,375,507,660,534
"ENSG00000252409.1",4,5,0,1,6,3,3,4,4,2,0
"ENSG00000222942.1",0,0,0,3,3,3,2,2,2,3,4
"ENSG00000223513.1",3,0,0,1,1,0,0,1,1,3,3
"ENSG00000251986.1",0,0,0,1,3,0,1,3,0,2,6
"ENSG00000212145.2",0,0,0,2,2,0,1,0,2,3,4
"ENSG00000234270.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235339.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182606.14",751,1085,475,1824,1228,730,1937,2095,1473,1637,1848
"ENSG00000229339.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234562.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222872.1",0,0,0,0,1,1,2,0,1,1,5
"ENSG00000187094.11",146,32,225,170,959,4,395,599,166,2,25
"ENSG00000281160.1",0,4,0,0,4,0,3,13,1,2,0
"ENSG00000231280.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229572.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157093.8",1,0,0,0,0,0,0,0,0,1,1
"ENSG00000235787.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000114812.12",821,614,397,1432,1484,788,1968,2563,1006,1457,1385
"ENSG00000232354.8",0,0,0,1,0,1,4,0,4,5,2
"ENSG00000093183.13",1111,829,610,4166,3084,912,2385,4331,2035,4127,2467
"ENSG00000008324.11",64,50,48,437,309,79,187,388,228,385,247
"ENSG00000114857.17",1401,1793,1263,5513,6623,4416,7652,6125,6472,8396,7409
"ENSG00000230084.5",0,1,15,0,7,3,9,3,3,1,3
"ENSG00000114853.13",114,221,209,279,162,421,302,253,201,190,230
"ENSG00000240203.3",0,0,0,0,0,1,0,0,0,0,0
"ENSG00000157119.11",0,0,0,0,4,0,0,0,0,0,0
"ENSG00000010282.14",0,0,0,2,0,0,0,3,0,1,1
"ENSG00000285539.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230970.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280571.2",0,0,0,0,0,2,0,0,0,1,0
"ENSG00000244607.6",1,11,0,4,6,6,1,2,6,8,0
"ENSG00000173811.10",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225611.1",0,0,0,1,0,0,1,1,0,0,1
"ENSG00000181061.13",219,101,182,1602,1004,171,466,889,790,463,925
"ENSG00000235288.3",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000144648.15",11,14,16,40,33,10,29,31,49,52,47
"ENSG00000273328.5",2,0,0,3,1,1,0,3,3,3,15
"ENSG00000273291.5",0,0,0,8,2,3,3,4,3,15,6
"ENSG00000240747.7",1,0,0,27,7,2,10,5,8,33,9
"ENSG00000180432.5",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000236459.1",0,0,0,1,2,0,0,1,0,0,1
"ENSG00000182983.14",247,228,306,545,378,95,776,628,518,28,706
"ENSG00000206552.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000144649.8",34,83,3,150,99,29,66,73,52,108,118
"ENSG00000232375.1",10,0,0,3,1,0,3,0,0,6,2
"ENSG00000144647.5",147,204,187,444,297,149,238,385,300,286,198
"ENSG00000227245.1",0,0,0,0,0,0,5,3,1,0,1
"ENSG00000285766.1",0,0,0,0,5,0,0,1,0,3,0
"ENSG00000163788.13",556,398,365,2388,1689,512,1200,1594,1640,1423,1861
"ENSG00000241939.3",0,0,0,6,11,1,9,13,16,9,13
"ENSG00000234617.2",14,0,0,15,15,19,32,27,29,57,31
"ENSG00000160746.12",233,254,190,1093,820,254,556,700,699,747,630
"ENSG00000251811.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223916.1",1,6,1,2,1,3,8,6,11,1,2
"ENSG00000011198.9",177,144,164,1163,831,167,594,735,975,468,780
"ENSG00000235886.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271192.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272121.1",0,0,0,1,0,1,0,0,0,0,0
"ENSG00000252980.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207954.1",0,2,0,0,0,0,0,0,0,0,0
"ENSG00000280435.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261786.1",0,19,0,5,1,3,5,2,7,0,11
"ENSG00000173769.4",0,0,0,0,0,0,0,0,0,1,1
"ENSG00000271937.1",0,0,0,0,2,0,0,1,0,3,0
"ENSG00000179152.19",220,226,166,1203,1384,214,725,990,703,1096,957
"ENSG00000225873.4",0,0,0,3,4,0,3,2,5,1,2
"ENSG00000283036.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185219.16",687,730,420,2160,1688,953,1852,2221,1702,1492,1654
"ENSG00000178917.16",94,83,112,392,508,425,459,530,439,362,410
"ENSG00000214825.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277509.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196345.12",71,78,66,241,193,67,249,254,170,10,237
"ENSG00000236869.1",2,5,1,9,2,4,14,10,5,3,7
"ENSG00000144792.9",114,109,85,238,139,53,217,200,166,14,378
"ENSG00000214820.3",6,3,2,3,3,18,3,5,3,3,6
"ENSG00000186448.14",279,186,294,1287,996,417,956,1080,945,879,1099
"ENSG00000233509.2",5,0,0,11,17,6,12,17,8,11,22
"ENSG00000169981.10",104,90,44,644,309,194,397,485,576,393,366
"ENSG00000272077.1",19,17,44,91,49,9,56,55,87,93,52
"ENSG00000235805.1",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000196653.11",196,110,187,687,468,249,421,635,448,505,548
"ENSG00000186446.11",127,94,92,368,339,141,279,462,198,324,313
"ENSG00000163807.5",460,424,597,2706,1557,784,1033,1769,1243,2230,1511
"ENSG00000163808.16",40,34,39,113,31,81,41,40,60,118,98
"ENSG00000169964.7",129,119,82,388,294,96,196,323,245,351,295
"ENSG00000284498.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163810.11",142,241,3478,21037,129,265,1987,2372,1329,101,103
"ENSG00000235845.1",0,0,10,27,2,0,61,11,3,0,0
"ENSG00000163812.13",672,606,575,2236,1518,478,1040,1940,1682,1637,1597
"ENSG00000227123.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000075914.12",201,204,172,765,540,202,538,709,613,463,596
"ENSG00000163815.5",9,9,36,11,10,10,8,10,9,1,22
"ENSG00000252410.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163814.7",753,625,365,1852,1184,266,1106,2265,1886,341,1368
"ENSG00000224094.1",6,3,2,6,4,3,3,10,7,8,4
"ENSG00000249992.1",24,36,66,104,37,11,44,97,62,7,14
"ENSG00000202268.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000011376.10",443,437,250,1503,1324,427,886,1054,1052,1489,890
"ENSG00000232455.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000144791.9",942,1100,999,2446,2607,2928,2440,2825,2316,4332,2483
"ENSG00000230530.1",2,10,16,8,14,0,3,18,10,1,9
"ENSG00000211456.10",618,444,575,3424,3037,483,1768,2808,2139,1778,2012
"ENSG00000244357.3",1,3,1,6,8,10,11,8,20,11,4
"ENSG00000279017.1",0,0,0,0,2,0,0,0,0,3,2
"ENSG00000163817.15",0,0,0,2,4,3,6,1,17,0,4
"ENSG00000163818.16",216,155,99,1002,757,270,482,737,609,515,718
"ENSG00000285788.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236930.1",0,0,0,0,1,0,0,0,0,0,0
"ENSG00000173585.15",0,3,0,1,0,0,0,0,0,0,1
"ENSG00000201635.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163820.14",1018,1162,1168,3281,2044,2614,2651,3656,2535,1435,2159
"ENSG00000172215.5",11,31,0,60,38,14,32,50,81,2,221
"ENSG00000173578.7",4,0,21,8,6,0,7,11,8,3,22
"ENSG00000226933.1",0,0,29,0,3,3,0,0,0,0,0
"ENSG00000229515.1",3,0,0,0,0,0,0,0,0,0,0
"ENSG00000183625.14",0,0,0,0,2,3,0,7,1,0,1
"ENSG00000163823.3",13,52,18,114,67,52,34,40,168,42,61
"ENSG00000236736.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000121807.5",23,22,21,72,26,21,42,78,69,5,84
"ENSG00000223552.1",0,0,0,4,4,2,1,3,2,4,1
"ENSG00000160791.13",20,15,0,74,64,21,47,46,110,10,109
"ENSG00000121797.9",5,4,9,16,8,17,6,7,12,2,14
"ENSG00000283646.1",11,0,108,81,10,1,66,59,974,6,159
"ENSG00000012223.12",9826,2504,61208,94000,1533,229,11591,18821,104843,1928,50029
"ENSG00000163825.3",0,0,0,0,0,0,0,2,6,0,3
"ENSG00000163827.12",39,5,70,50,22,23,48,29,20,1,20
"ENSG00000268324.2",0,2,0,1,0,0,5,0,0,0,0
"ENSG00000241186.9",0,0,0,4,2,0,0,1,0,0,1
"ENSG00000283877.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283473.2",2,0,0,0,0,0,0,0,0,0,0
"ENSG00000251967.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178038.16",99,117,89,225,159,146,238,115,402,24,439
"ENSG00000181585.4",0,0,0,3,0,1,1,2,1,0,1
"ENSG00000283706.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206549.13",0,0,0,0,0,0,11,2,11,1,2
"ENSG00000261603.2",0,1,0,3,0,0,1,4,0,0,11
"ENSG00000188086.13",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000284672.1",1,0,0,4,5,2,3,9,9,1,6
"ENSG00000238013.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226074.4",0,0,0,0,7,0,3,3,3,0,7
"ENSG00000178055.11",0,8,0,0,3,2,8,8,1,1,9
"ENSG00000160808.9",11,8,0,1,33,4,1,0,0,0,1
"ENSG00000160801.13",8,23,0,1,3,2,7,9,4,3,7
"ENSG00000273682.1",0,0,0,6,4,3,1,1,2,4,8
"ENSG00000160799.11",177,234,202,473,365,259,411,473,410,321,374
"ENSG00000160796.16",443,591,362,715,492,1292,1179,1182,1158,614,816
"ENSG00000236409.2",0,0,0,2,1,4,4,0,2,1,2
"ENSG00000181555.20",2033,1914,1482,8064,6802,2671,6152,7248,7072,4812,7082
"ENSG00000275940.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227398.3",23,22,29,85,64,131,79,43,47,55,65
"ENSG00000088727.12",43,42,41,136,142,44,81,190,144,132,115
"ENSG00000239128.1",0,0,0,0,1,0,1,0,3,2,0
"ENSG00000114648.11",197,226,127,887,412,221,418,641,707,471,426
"ENSG00000280173.1",21,28,0,78,63,21,56,60,68,73,62
"ENSG00000260236.1",13,19,21,15,22,19,24,18,34,29,31
"ENSG00000076201.14",459,866,293,819,700,985,1239,1357,1003,949,665
"ENSG00000114650.19",632,869,564,1575,1033,1190,1347,1091,1244,1802,1241
"ENSG00000276925.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163832.15",196,249,217,737,658,156,474,819,529,401,445
"ENSG00000271161.1",0,0,0,0,0,4,0,0,0,0,0
"ENSG00000244732.3",0,3,0,0,0,0,0,0,0,0,0
"ENSG00000114646.9",9,5,0,50,32,29,22,40,17,12,23
"ENSG00000173473.10",2097,1883,1746,7885,5656,3217,5432,6725,5977,8818,4645
"ENSG00000214773.1",6,19,7,24,33,46,22,14,38,59,21
"ENSG00000235695.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132153.14",686,977,354,2302,1358,1004,1579,1945,1742,1388,1286
"ENSG00000274420.1",0,0,0,2,0,0,0,3,2,6,0
"ENSG00000221585.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000047849.21",1644,2661,1799,5782,4213,3324,4118,5208,4531,5056,3694
"ENSG00000199591.1",0,0,0,0,8,2,2,1,5,0,4
"ENSG00000224895.1",9,6,0,18,23,1,19,19,31,20,45
"ENSG00000270285.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265078.2",13,25,26,3,1,9,1,3,5,4,1
"ENSG00000236768.1",1,0,1,1,1,0,0,0,0,0,0
"ENSG00000164045.11",28,22,19,179,77,33,48,141,57,148,47
"ENSG00000235627.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253056.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231884.1",0,0,1,0,0,0,0,1,0,0,1
"ENSG00000265483.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164047.4",5,0,0,4,0,0,1,2,5,0,1
"ENSG00000164048.13",657,507,574,1613,1152,2721,2302,3097,1024,1260,1031
"ENSG00000229759.1",0,4,0,0,0,2,0,0,0,1,0
"ENSG00000199476.1",0,1,0,1,2,5,1,6,0,6,1
"ENSG00000172113.9",252,184,149,783,659,187,536,750,732,633,549
"ENSG00000228638.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229453.2",10,0,0,19,12,10,14,7,4,28,3
"ENSG00000252466.1",0,0,0,0,0,0,0,0,0,3,0
"ENSG00000164049.14",0,0,0,1,0,0,1,1,2,0,3
"ENSG00000277483.1",0,0,1,0,0,3,1,1,0,3,0
"ENSG00000164050.12",1114,2228,934,2644,1924,2221,3284,3222,3376,1476,2450
"ENSG00000164051.13",75,85,45,290,143,72,133,208,129,157,129
"ENSG00000232112.3",305,370,342,2398,1904,678,1159,2079,1450,1548,1178
"ENSG00000244380.1",2,5,3,3,0,3,8,0,1,5,4
"ENSG00000164053.20",77,112,54,280,175,131,186,226,212,242,206
"ENSG00000213689.13",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164054.15",1092,1650,880,2916,2360,1586,2364,3081,3408,2212,1398
"ENSG00000114268.11",115,126,117,332,326,124,284,456,200,273,146
"ENSG00000278799.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000145040.3",9,29,0,5,0,3,7,4,10,3,5
"ENSG00000114270.17",537,3658,258,1070,1265,665,3599,1793,1806,500,1773
"ENSG00000284251.1",0,0,0,0,0,0,0,0,2,0,0
"ENSG00000010256.10",855,797,522,3109,1717,558,1497,2175,1755,1790,1509
"ENSG00000183396.3",0,0,0,0,0,2,0,0,0,7,0
"ENSG00000225697.12",152,177,150,348,278,482,328,376,266,681,194
"ENSG00000284364.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000008300.16",13,13,22,56,217,50,45,34,50,142,48
"ENSG00000284575.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228350.1",0,0,0,3,0,0,0,0,0,3,2
"ENSG00000271973.1",2,0,0,1,0,0,2,1,0,10,2
"ENSG00000213672.7",203,298,111,453,417,212,337,524,331,301,249
"ENSG00000068745.14",654,860,451,2163,1858,1001,1736,2028,1664,2140,1819
"ENSG00000114302.15",932,647,943,4727,3158,1006,2483,3948,3082,3082,2118
"ENSG00000224424.7",19,16,19,69,57,6,48,64,49,70,28
"ENSG00000178537.9",285,236,133,932,673,164,638,889,549,292,345
"ENSG00000221883.3",22,15,3,58,22,15,30,53,36,36,31
"ENSG00000177479.19",682,652,638,2637,1637,1192,1773,2309,2101,1557,1701
"ENSG00000235236.1",7,5,1,7,1,2,7,5,8,9,4
"ENSG00000223343.1",2,0,0,17,5,4,13,15,15,8,9
"ENSG00000273211.1",8,7,0,14,24,3,30,35,12,27,13
"ENSG00000178467.17",359,380,276,976,820,815,849,983,637,645,543
"ENSG00000285416.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178252.17",2092,2177,1549,6732,4250,3140,4648,6770,4905,4406,4175
"ENSG00000178149.16",109,115,132,279,153,98,195,232,185,119,197
"ENSG00000199032.1",0,0,0,0,0,1,2,0,0,1,0
"ENSG00000178057.14",221,234,86,742,480,223,413,681,473,400,308
"ENSG00000207605.3",0,1,0,0,0,3,1,1,0,0,0
"ENSG00000178035.11",992,1034,961,4816,2676,2744,2265,2973,3063,3918,2797
"ENSG00000272434.1",0,0,0,7,0,2,0,0,0,3,2
"ENSG00000198218.10",873,908,607,2724,1821,1060,1697,2594,2189,1986,1660
"ENSG00000241461.3",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000172053.17",1301,1219,851,5092,2643,1710,2458,3553,2967,3158,2972
"ENSG00000284488.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172046.18",739,858,655,2380,1554,964,1738,2413,1820,1327,1461
"ENSG00000172037.13",2718,2985,3204,7049,5440,2178,5296,8706,4984,1345,4009
"ENSG00000270441.1",32,7,2,24,20,20,34,29,23,23,57
"ENSG00000177352.9",154,114,162,405,229,164,351,398,301,251,320
"ENSG00000185909.14",143,94,153,482,354,195,341,582,364,142,242
"ENSG00000236980.9",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173421.16",0,18,0,9,4,6,13,7,2,1,20
"ENSG00000270538.1",0,0,0,0,6,0,2,1,0,2,0
"ENSG00000225399.4",0,0,8,0,0,2,2,2,1,0,5
"ENSG00000188315.7",142,107,46,312,180,206,268,312,253,396,220
"ENSG00000199546.1",0,0,0,0,0,0,0,1,0,0,0
"ENSG00000264633.1",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000114316.12",524,759,717,1380,1437,1123,1598,1803,1619,1170,1301
"ENSG00000233276.4",501,764,405,1155,925,490,906,1188,867,585,530
"ENSG00000067560.10",1925,1907,1671,8562,5386,1680,4219,7229,5473,3673,4416
"ENSG00000235908.1",2,9,0,24,11,26,30,16,24,8,12
"ENSG00000145022.4",550,508,405,1501,932,268,926,1835,987,947,664
"ENSG00000145020.15",0,0,0,4,4,1,9,4,3,1,3
"ENSG00000283189.2",0,2,0,0,0,0,8,1,7,4,6
"ENSG00000145029.13",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201301.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173402.11",1676,1367,1397,5635,3196,1294,2596,4529,3050,3350,2722
"ENSG00000226913.1",1,3,0,0,2,0,5,6,7,15,3
"ENSG00000164061.4",39,60,15,88,15,43,57,47,55,179,75
"ENSG00000235120.1",0,0,0,0,0,0,0,0,0,0,2
"ENSG00000164062.12",940,969,541,2961,1553,868,1608,2624,1752,2048,1472
"ENSG00000173531.15",55,76,29,51,42,67,106,72,76,48,79
"ENSG00000259970.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164068.15",436,679,339,1040,637,796,1012,1168,895,909,540
"ENSG00000176020.8",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173540.12",424,506,316,1298,1027,912,931,1448,1051,1639,583
"ENSG00000176095.11",381,471,287,1502,983,493,801,1168,1142,810,853
"ENSG00000239576.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244730.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187492.8",0,0,0,0,0,6,1,3,5,4,1
"ENSG00000185614.4",14,4,0,20,25,4,35,35,35,5,51
"ENSG00000182179.12",523,895,316,981,780,468,970,1419,1178,159,1155
"ENSG00000283726.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183763.8",22,29,11,68,45,17,45,58,31,42,80
